standard_id,initiative_id,s.initiative_name,framework_id,standard_grade_level,standard_statement,standard_code,s.full_code,standard_domain,standard_subdomain,standard_standard
87618,8,Georgia Standards of Excellence,7,11-12,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",ELAGSE11-12W3.a,ELAGSE11-12W3.a,W,,3.a
87994,8,Georgia Standards of Excellence,7,11-12,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",ELAGSE11-12W3.a,ELAGSE11-12W3.a,W,,3.a
87842,8,Georgia Standards of Excellence,7,11-12,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",ELAGSE11-12W3.a,ELAGSE11-12W3.a,W,,3.a
87995,8,Georgia Standards of Excellence,7,11-12,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",ELAGSE11-12W3.b,ELAGSE11-12W3.b,W,,3.b
87919,8,Georgia Standards of Excellence,7,11-12,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",ELAGSE11-12W3.b,ELAGSE11-12W3.b,W,,3.b
87843,8,Georgia Standards of Excellence,7,11-12,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",ELAGSE11-12W3.b,ELAGSE11-12W3.b,W,,3.b
87619,8,Georgia Standards of Excellence,7,11-12,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",ELAGSE11-12W3.b,ELAGSE11-12W3.b,W,,3.b
87844,8,Georgia Standards of Excellence,7,11-12,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).",ELAGSE11-12W3.c,ELAGSE11-12W3.c,W,,3.c
87996,8,Georgia Standards of Excellence,7,11-12,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).",ELAGSE11-12W3.c,ELAGSE11-12W3.c,W,,3.c
87920,8,Georgia Standards of Excellence,7,11-12,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).",ELAGSE11-12W3.c,ELAGSE11-12W3.c,W,,3.c
87620,8,Georgia Standards of Excellence,7,11-12,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).",ELAGSE11-12W3.c,ELAGSE11-12W3.c,W,,3.c
87921,8,Georgia Standards of Excellence,7,11-12,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",ELAGSE11-12W3.d,ELAGSE11-12W3.d,W,,3.d
87997,8,Georgia Standards of Excellence,7,11-12,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",ELAGSE11-12W3.d,ELAGSE11-12W3.d,W,,3.d
87621,8,Georgia Standards of Excellence,7,11-12,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",ELAGSE11-12W3.d,ELAGSE11-12W3.d,W,,3.d
87845,8,Georgia Standards of Excellence,7,11-12,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",ELAGSE11-12W3.d,ELAGSE11-12W3.d,W,,3.d
87622,8,Georgia Standards of Excellence,7,11-12,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",ELAGSE11-12W3.e,ELAGSE11-12W3.e,W,,3.e
87998,8,Georgia Standards of Excellence,7,11-12,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",ELAGSE11-12W3.e,ELAGSE11-12W3.e,W,,3.e
87846,8,Georgia Standards of Excellence,7,11-12,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",ELAGSE11-12W3.e,ELAGSE11-12W3.e,W,,3.e
87922,8,Georgia Standards of Excellence,7,11-12,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",ELAGSE11-12W3.e,ELAGSE11-12W3.e,W,,3.e
87623,8,Georgia Standards of Excellence,7,11-12,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1 - 3 above.)",ELAGSE11-12W4,ELAGSE11-12W4,W,,4
87999,8,Georgia Standards of Excellence,7,11-12,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1 - 3 above.)",ELAGSE11-12W4,ELAGSE11-12W4,W,,4
87923,8,Georgia Standards of Excellence,7,11-12,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1 - 3 above.)",ELAGSE11-12W4,ELAGSE11-12W4,W,,4
87847,8,Georgia Standards of Excellence,7,11-12,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1 - 3 above.)",ELAGSE11-12W4,ELAGSE11-12W4,W,,4
87848,8,Georgia Standards of Excellence,7,11-12,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1 - 3 up to and including grades 11-12.)",ELAGSE11-12W5,ELAGSE11-12W5,W,,5
87924,8,Georgia Standards of Excellence,7,11-12,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1 - 3 up to and including grades 11-12.)",ELAGSE11-12W5,ELAGSE11-12W5,W,,5
88000,8,Georgia Standards of Excellence,7,11-12,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1 - 3 up to and including grades 11-12.)",ELAGSE11-12W5,ELAGSE11-12W5,W,,5
87624,8,Georgia Standards of Excellence,7,11-12,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1 - 3 up to and including grades 11-12.)",ELAGSE11-12W5,ELAGSE11-12W5,W,,5
88001,8,Georgia Standards of Excellence,7,11-12,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",ELAGSE11-12W6,ELAGSE11-12W6,W,,6
87849,8,Georgia Standards of Excellence,7,11-12,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",ELAGSE11-12W6,ELAGSE11-12W6,W,,6
87625,8,Georgia Standards of Excellence,7,11-12,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",ELAGSE11-12W6,ELAGSE11-12W6,W,,6
87925,8,Georgia Standards of Excellence,7,11-12,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",ELAGSE11-12W6,ELAGSE11-12W6,W,,6
88002,8,Georgia Standards of Excellence,7,11-12,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",ELAGSE11-12W7,ELAGSE11-12W7,W,,7
87626,8,Georgia Standards of Excellence,7,11-12,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",ELAGSE11-12W7,ELAGSE11-12W7,W,,7
87926,8,Georgia Standards of Excellence,7,11-12,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",ELAGSE11-12W7,ELAGSE11-12W7,W,,7
87850,8,Georgia Standards of Excellence,7,11-12,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",ELAGSE11-12W7,ELAGSE11-12W7,W,,7
87851,8,Georgia Standards of Excellence,7,11-12,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",ELAGSE11-12W8,ELAGSE11-12W8,W,,8
88003,8,Georgia Standards of Excellence,7,11-12,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",ELAGSE11-12W8,ELAGSE11-12W8,W,,8
87927,8,Georgia Standards of Excellence,7,11-12,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",ELAGSE11-12W8,ELAGSE11-12W8,W,,8
87627,8,Georgia Standards of Excellence,7,11-12,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",ELAGSE11-12W8,ELAGSE11-12W8,W,,8
88005,8,Georgia Standards of Excellence,7,11-12,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",ELAGSE11-12W9,ELAGSE11-12W9,W,,9
87628,8,Georgia Standards of Excellence,7,11-12,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",ELAGSE11-12W9,ELAGSE11-12W9,W,,9
87853,8,Georgia Standards of Excellence,7,11-12,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",ELAGSE11-12W9,ELAGSE11-12W9,W,,9
87929,8,Georgia Standards of Excellence,7,11-12,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",ELAGSE11-12W9,ELAGSE11-12W9,W,,9
87629,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").",ELAGSE11-12W9.a,ELAGSE11-12W9.a,W,,9.a
87852,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").",ELAGSE11-12W9.a,ELAGSE11-12W9.a,W,,9.a
87928,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").",ELAGSE11-12W9.a,ELAGSE11-12W9.a,W,,9.a
88004,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").",ELAGSE11-12W9.a,ELAGSE11-12W9.a,W,,9.a
87930,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]"").",ELAGSE11-12W9.b,ELAGSE11-12W9.b,W,,9.b
87630,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]"").",ELAGSE11-12W9.b,ELAGSE11-12W9.b,W,,9.b
87854,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]"").",ELAGSE11-12W9.b,ELAGSE11-12W9.b,W,,9.b
88006,8,Georgia Standards of Excellence,7,11-12,"Apply grades 11 - 12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]"").",ELAGSE11-12W9.b,ELAGSE11-12W9.b,W,,9.b
86930,8,Georgia Standards of Excellence,7,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,ELAGSE1L1,ELAGSE1L1,L,,1
86931,8,Georgia Standards of Excellence,7,1,Print all upper- and lowercase letters.,ELAGSE1L1.a,ELAGSE1L1.a,L,,1.a
86932,8,Georgia Standards of Excellence,7,1,"Use common, proper, and possessive nouns.",ELAGSE1L1.b,ELAGSE1L1.b,L,,1.b
86933,8,Georgia Standards of Excellence,7,1,"Use singular and plural nouns with matching verbs in basic sentences (e.g., He hops; We hop).",ELAGSE1L1.c,ELAGSE1L1.c,L,,1.c
86934,8,Georgia Standards of Excellence,7,1,"Use personal, possessive, and indefinite pronouns (e.g., I, me, my; they, them, their, anyone, everything).",ELAGSE1L1.d,ELAGSE1L1.d,L,,1.d
86935,8,Georgia Standards of Excellence,7,1,"Use verbs to convey a sense of past, present, and future (e.g., Yesterday I walked home; Today I walk home; Tomorrow I will walk home).",ELAGSE1L1.e,ELAGSE1L1.e,L,,1.e
86936,8,Georgia Standards of Excellence,7,1,Use frequently occurring adjectives.,ELAGSE1L1.f,ELAGSE1L1.f,L,,1.f
86937,8,Georgia Standards of Excellence,7,1,"Use frequently occurring conjunctions (e.g., and, but, or, so, because).",ELAGSE1L1.g,ELAGSE1L1.g,L,,1.g
86938,8,Georgia Standards of Excellence,7,1,"Use determiners (e.g., articles, demonstratives).",ELAGSE1L1.h,ELAGSE1L1.h,L,,1.h
86939,8,Georgia Standards of Excellence,7,1,"Use frequently occurring prepositions (e.g., during, beyond, toward).",ELAGSE1L1.i,ELAGSE1L1.i,L,,1.i
86940,8,Georgia Standards of Excellence,7,1,"Produce and expand complete simple and compound sentences in response to questions and prompts (declarative, interrogative, imperative, and exclamatory).",ELAGSE1L1.j,ELAGSE1L1.j,L,,1.j
86941,8,Georgia Standards of Excellence,7,1,Print with appropriate spacing between words and sentences.,ELAGSE1L1.k,ELAGSE1L1.k,L,,1.k
86942,8,Georgia Standards of Excellence,7,1,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",ELAGSE1L2,ELAGSE1L2,L,,2
86943,8,Georgia Standards of Excellence,7,1,Capitalize dates and names of people.,ELAGSE1L2.a,ELAGSE1L2.a,L,,2.a
86944,8,Georgia Standards of Excellence,7,1,Use end punctuation for sentences.,ELAGSE1L2.b,ELAGSE1L2.b,L,,2.b
86945,8,Georgia Standards of Excellence,7,1,Use commas in dates and to separate single words in a series.,ELAGSE1L2.c,ELAGSE1L2.c,L,,2.c
86946,8,Georgia Standards of Excellence,7,1,Use conventional spelling for words with common spelling patterns and for frequently occurring irregular words.,ELAGSE1L2.d,ELAGSE1L2.d,L,,2.d
86947,8,Georgia Standards of Excellence,7,1,"Spell untaught words phonetically, drawing on phonemic awareness and spelling conventions.",ELAGSE1L2.e,ELAGSE1L2.e,L,,2.e
86948,8,Georgia Standards of Excellence,7,1,*(begins in 2nd grade).*,ELAGSE1L3,ELAGSE1L3,L,,3
86949,8,Georgia Standards of Excellence,7,1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 1 reading and content, choosing flexibly from an array of strategies.",ELAGSE1L4,ELAGSE1L4,L,,4
86950,8,Georgia Standards of Excellence,7,1,Use sentence-level context as a clue to the meaning of a word or phrase.,ELAGSE1L4.a,ELAGSE1L4.a,L,,4.a
86951,8,Georgia Standards of Excellence,7,1,Use frequently occurring affixes as a clue to the meaning of a word.,ELAGSE1L4.b,ELAGSE1L4.b,L,,4.b
86952,8,Georgia Standards of Excellence,7,1,"Identify frequently occurring root words (e.g., look) and their inflectional forms (e.g., looks, looked, looking).",ELAGSE1L4.c,ELAGSE1L4.c,L,,4.c
86953,8,Georgia Standards of Excellence,7,1,"With guidance and support from adults, demonstrate understanding of word relationships and nuances in word meanings.",ELAGSE1L5,ELAGSE1L5,L,,5
86954,8,Georgia Standards of Excellence,7,1,"Sort words into categories (e.g., colors, clothing) to gain a sense of the concepts the categories represent.",ELAGSE1L5.a,ELAGSE1L5.a,L,,5.a
86955,8,Georgia Standards of Excellence,7,1,"Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes).",ELAGSE1L5.b,ELAGSE1L5.b,L,,5.b
86956,8,Georgia Standards of Excellence,7,1,"Identify real-life connections between words and their use (e.g., note places at home that are cozy).",ELAGSE1L5.c,ELAGSE1L5.c,L,,5.c
86957,8,Georgia Standards of Excellence,7,1,"Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings.",ELAGSE1L5.d,ELAGSE1L5.d,L,,5.d
86958,8,Georgia Standards of Excellence,7,1,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts. Include frequently occurring conjunctions to signal simple relationships (e.g., I named my hamster Nibblet because she nibbles too much because she likes that).",ELAGSE1L6,ELAGSE1L6,L,,6
86891,8,Georgia Standards of Excellence,7,1,Demonstrate understanding of the organization and basic features of print.,ELAGSE1RF1,ELAGSE1RF1,RF,,1
86892,8,Georgia Standards of Excellence,7,1,"Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).",ELAGSE1RF1.a,ELAGSE1RF1.a,RF,,1.a
86893,8,Georgia Standards of Excellence,7,1,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes).",ELAGSE1RF2,ELAGSE1RF2,RF,,2
86894,8,Georgia Standards of Excellence,7,1,Distinguish long from short vowel sounds in spoken single-syllable words.,ELAGSE1RF2.a,ELAGSE1RF2.a,RF,,2.a
86895,8,Georgia Standards of Excellence,7,1,"Orally produce single-syllable words by blending sounds (phonemes), including consonant blends.",ELAGSE1RF2.b,ELAGSE1RF2.b,RF,,2.b
86896,8,Georgia Standards of Excellence,7,1,"Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words.",ELAGSE1RF2.c,ELAGSE1RF2.c,RF,,2.c
86897,8,Georgia Standards of Excellence,7,1,Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).,ELAGSE1RF2.d,ELAGSE1RF2.d,RF,,2.d
86898,8,Georgia Standards of Excellence,7,1,Know and apply grade-level phonics and word analysis skills in decoding words.,ELAGSE1RF3,ELAGSE1RF3,RF,,3
86899,8,Georgia Standards of Excellence,7,1,Know the spelling-sound correspondences for common consonant digraphs.,ELAGSE1RF3.a,ELAGSE1RF3.a,RF,,3.a
86900,8,Georgia Standards of Excellence,7,1,Decode regularly spelled one-syllable words.,ELAGSE1RF3.b,ELAGSE1RF3.b,RF,,3.b
86901,8,Georgia Standards of Excellence,7,1,Know final -e and common vowel team conventions for representing long vowel sounds.,ELAGSE1RF3.c,ELAGSE1RF3.c,RF,,3.c
86902,8,Georgia Standards of Excellence,7,1,Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.,ELAGSE1RF3.d,ELAGSE1RF3.d,RF,,3.d
86903,8,Georgia Standards of Excellence,7,1,Decode two-syllable words following basic patterns by breaking the words into syllables.,ELAGSE1RF3.e,ELAGSE1RF3.e,RF,,3.e
86904,8,Georgia Standards of Excellence,7,1,Read words with inflectional endings.,ELAGSE1RF3.f,ELAGSE1RF3.f,RF,,3.f
86905,8,Georgia Standards of Excellence,7,1,Read with sufficient accuracy and fluency to support comprehension.,ELAGSE1RF4,ELAGSE1RF4,RF,,4
86906,8,Georgia Standards of Excellence,7,1,Read on-level text with purpose and understanding.,ELAGSE1RF4.a,ELAGSE1RF4.a,RF,,4.a
86907,8,Georgia Standards of Excellence,7,1,"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.",ELAGSE1RF4.b,ELAGSE1RF4.b,RF,,4.b
86908,8,Georgia Standards of Excellence,7,1,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",ELAGSE1RF4.c,ELAGSE1RF4.c,RF,,4.c
86909,8,Georgia Standards of Excellence,7,1,Read grade-appropriate irregularly spelled words.,ELAGSE1RF4.d,ELAGSE1RF4.d,RF,,4.d
86881,8,Georgia Standards of Excellence,7,1,Ask and answer questions about key details in a text.,ELAGSE1RI1,ELAGSE1RI1,RI,,1
86890,8,Georgia Standards of Excellence,7,1,"With prompting and support, read informational texts appropriately complex for grade 1.",ELAGSE1RI10,ELAGSE1RI10,RI,,10
86882,8,Georgia Standards of Excellence,7,1,Identify the main topic and retell key details of a text.,ELAGSE1RI2,ELAGSE1RI2,RI,,2
86883,8,Georgia Standards of Excellence,7,1,"Describe the connection between two individuals, events, ideas, or pieces of information in a text.",ELAGSE1RI3,ELAGSE1RI3,RI,,3
86884,8,Georgia Standards of Excellence,7,1,Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.,ELAGSE1RI4,ELAGSE1RI4,RI,,4
86885,8,Georgia Standards of Excellence,7,1,"Know and use various text features (e.g., headings, tables of content, glossaries, electronic menus, icons) to locate key facts or information in a text.",ELAGSE1RI5,ELAGSE1RI5,RI,,5
86886,8,Georgia Standards of Excellence,7,1,Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.,ELAGSE1RI6,ELAGSE1RI6,RI,,6
86887,8,Georgia Standards of Excellence,7,1,Use illustrations and details in a text to describe its key ideas.,ELAGSE1RI7,ELAGSE1RI7,RI,,7
86888,8,Georgia Standards of Excellence,7,1,Identify the reasons an author gives to support points in a text.,ELAGSE1RI8,ELAGSE1RI8,RI,,8
86889,8,Georgia Standards of Excellence,7,1,"Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).",ELAGSE1RI9,ELAGSE1RI9,RI,,9
86871,8,Georgia Standards of Excellence,7,1,Ask and answer questions about key details in a text.,ELAGSE1RL1,ELAGSE1RL1,RL,,1
86880,8,Georgia Standards of Excellence,7,1,"With prompting and support, read prose and poetry of appropriate complexity for grade 1.",ELAGSE1RL10,ELAGSE1RL10,RL,,10
86872,8,Georgia Standards of Excellence,7,1,"Retell stories, including key details, and demonstrate understanding of their central message or lesson.",ELAGSE1RL2,ELAGSE1RL2,RL,,2
86873,8,Georgia Standards of Excellence,7,1,"Describe characters, settings, and major events in a story, using key details.",ELAGSE1RL3,ELAGSE1RL3,RL,,3
86874,8,Georgia Standards of Excellence,7,1,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.,ELAGSE1RL4,ELAGSE1RL4,RL,,4
86875,8,Georgia Standards of Excellence,7,1,Explain major difference between texts that tell stories and texts that give information.,ELAGSE1RL5,ELAGSE1RL5,RL,,5
86876,8,Georgia Standards of Excellence,7,1,Identify who is telling the story at various points in a text.,ELAGSE1RL6,ELAGSE1RL6,RL,,6
86877,8,Georgia Standards of Excellence,7,1,"Use illustrations and details in a story to describe its characters, setting, or events.",ELAGSE1RL7,ELAGSE1RL7,RL,,7
86878,8,Georgia Standards of Excellence,7,1,(Not applicable to literature).,ELAGSE1RL8,ELAGSE1RL8,RL,,8
86879,8,Georgia Standards of Excellence,7,1,Compare and contrast the adventures and experiences of characters in stories.,ELAGSE1RL9,ELAGSE1RL9,RL,,9
86921,8,Georgia Standards of Excellence,7,1,Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.,ELAGSE1SL1,ELAGSE1SL1,SL,,1
86922,8,Georgia Standards of Excellence,7,1,"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).",ELAGSE1SL1.a,ELAGSE1SL1.a,SL,,1.a
86923,8,Georgia Standards of Excellence,7,1,Build on others' talk in conversations by responding to comments through multiple exchanges.,ELAGSE1SL1.b,ELAGSE1SL1.b,SL,,1.b
86924,8,Georgia Standards of Excellence,7,1,Ask questions to clear up any confusion about the topics and texts under discussion.,ELAGSE1SL1.c,ELAGSE1SL1.c,SL,,1.c
86925,8,Georgia Standards of Excellence,7,1,Ask and answer questions about key details in a text read aloud or information presented orally or through other media.,ELAGSE1SL2,ELAGSE1SL2,SL,,2
86926,8,Georgia Standards of Excellence,7,1,Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.,ELAGSE1SL3,ELAGSE1SL3,SL,,3
86927,8,Georgia Standards of Excellence,7,1,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.",ELAGSE1SL4,ELAGSE1SL4,SL,,4
86928,8,Georgia Standards of Excellence,7,1,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.",ELAGSE1SL5,ELAGSE1SL5,SL,,5
86929,8,Georgia Standards of Excellence,7,1,Produce complete sentences when appropriate to task and situation.(See grade 1 Language standards 1 and 3 for specific expectations.),ELAGSE1SL6,ELAGSE1SL6,SL,,6
86910,8,Georgia Standards of Excellence,7,1,"Write opinion pieces in which they introduce the topic or the name of the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.",ELAGSE1W1,ELAGSE1W1,W,,1
86920,8,Georgia Standards of Excellence,7,1,*(Begins in grade 3.)*,ELAGSE1W10,ELAGSE1W10,W,,10
86911,8,Georgia Standards of Excellence,7,1,"Write informative/ explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.",ELAGSE1W2,ELAGSE1W2,W,,2
86912,8,Georgia Standards of Excellence,7,1,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.",ELAGSE1W3,ELAGSE1W3,W,,3
86913,8,Georgia Standards of Excellence,7,1,*(Begins in grade 3).*,ELAGSE1W4,ELAGSE1W4,W,,4
86914,8,Georgia Standards of Excellence,7,1,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.",ELAGSE1W5,ELAGSE1W5,W,,5
86915,8,Georgia Standards of Excellence,7,1,May include oral or written prewriting (graphic organizers).,ELAGSE1W5.a,ELAGSE1W5.a,W,,5.a
86916,8,Georgia Standards of Excellence,7,1,"With guidance and support from adults, use a variety of tools to produce and publish writing, including digital tools and collaboration with peers.",ELAGSE1W6,ELAGSE1W6,W,,6
86917,8,Georgia Standards of Excellence,7,1,"Participate in shared research and writing projects (e.g., exploring a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).",ELAGSE1W7,ELAGSE1W7,W,,7
86918,8,Georgia Standards of Excellence,7,1,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",ELAGSE1W8,ELAGSE1W8,W,,8
86919,8,Georgia Standards of Excellence,7,1,*(Begins in grade 4).*,ELAGSE1W9,ELAGSE1W9,W,,9
