CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.W.11-12.1,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",GSE,11.T.T.3.c,Apply argumentative techniques strategically to enhance writing and engage audiences. (C)
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(A),(A) compose literary texts such as fiction and poetry using genre characteristics and craft
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(B),"(B) compose informational texts such as explanatory essays, reports, resumes, and personal essays using genre characteristics and craft"
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(C),(C) compose argumentative texts using genre characteristics and craft
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(D),(D) compose correspondence in a professional or friendly structure
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(E),(E) compose literary analysis using genre characteristics and craft; and
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",TEKS,TEKS.ELAR.E3.10(F),(F) compose rhetorical analysis using genre characteristics and craft.
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work
CCSS.W.11-12.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",GSE,11.P.EICC.4,"**Writing Processes** Compose a range of texts for a variety of purposes and audiences, flexibly engaging in writing processes to plan, draft, evaluate, revise, and edit texts."
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",TEKS,TEKS.ELAR.E3.10(B),"(B) compose informational texts such as explanatory essays, reports, resumes, and personal essays using genre characteristics and craft"
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",TEKS,TEKS.ELAR.E3.10(E),(E) compose literary analysis using genre characteristics and craft; and
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",TEKS,TEKS.ELAR.E3.10(F),(F) compose rhetorical analysis using genre characteristics and craft.
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",BEST,BEST.ELA.11.C.1.4,"Write an analysis of complex texts using logical organization and a tone and voice appropriate to the task and audience, demonstrating an understanding of the subject."
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work
CCSS.W.11-12.2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.",GSE,11.T.T.2.d,"Apply expository techniques to develop a cohesive text, organized in a way that clarifies the relationship between ideas, includes multiple and varied types of information, uses multiple text structures, and adjusts tone for a variety of audiences and purposes. (C)"
CCSS.W.11-12.3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",TEKS,TEKS.ELAR.E3.10(A),(A) compose literary texts such as fiction and poetry using genre characteristics and craft
CCSS.W.11-12.3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",BEST,BEST.ELA.11.C.1.2,Write complex narratives using appropriate techniques to establish multiple perspectives.
CCSS.W.11-12.3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",GSE,11.T.T.1.e,"Effectively apply a variety of narrative techniques to develop complex character(s) who change, use setting to create mood, develop an idea or theme across the text using metaphors and symbolism, achieve specific purposes, engage audiences, and enhance writing. (C)"
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(A),(A) compose literary texts such as fiction and poetry using genre characteristics and craft
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(B),"(B) compose informational texts such as explanatory essays, reports, resumes, and personal essays using genre characteristics and craft"
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(C),(C) compose argumentative texts using genre characteristics and craft
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(D),(D) compose correspondence in a professional or friendly structure
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(E),(E) compose literary analysis using genre characteristics and craft; and
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.10(F),(F) compose rhetorical analysis using genre characteristics and craft.
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",TEKS,TEKS.ELAR.E3.9(E),(E) publish written work for appropriate audiences.
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.11.C.1.2,Write complex narratives using appropriate techniques to establish multiple perspectives.
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.11.C.1.3,"Write literary analyses to support claims, using logical reasoning, credible evidence from sources, and elaboration, demonstrating an understanding of literary elements."
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.11.C.1.4,"Write an analysis of complex texts using logical organization and a tone and voice appropriate to the task and audience, demonstrating an understanding of the subject."
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",GSE,11.P.EICC.4,"**Writing Processes** Compose a range of texts for a variety of purposes and audiences, flexibly engaging in writing processes to plan, draft, evaluate, revise, and edit texts."
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(A),"(A) plan a piece of writing appropriate for various purposes and audiences by generating ideas through a range of strategies such as brainstorming, journaling, reading, or discussing"
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence fluency, both within and between sentences"
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(D),(D) edit drafts to demonstrate a command of standard English conventions using a style guide as appropriate; and
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(E),(E) publish written work for appropriate audiences.
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.11.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising to improve clarity, structure, and style."
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",GSE,11.P.EICC.4,"**Writing Processes** Compose a range of texts for a variety of purposes and audiences, flexibly engaging in writing processes to plan, draft, evaluate, revise, and edit texts."
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",TEKS,TEKS.ELAR.E3.11(I),"(I) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results."
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",TEKS,TEKS.ELAR.E3.9(E),(E) publish written work for appropriate audiences.
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BEST,BEST.ELA.11.C.5.1,Create digital presentations to improve the experience of the audience.
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",GSE,11.P.CP.2,**Presentation** Use presentation skills to tailor communication to target audiences for specific purposes.
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.5,Make judgments based on criteria and standards
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(A),(A) develop questions for formal and informal inquiry
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(B),(B) critique the research process at each step to implement changes as needs occur and are identified
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(C),(C) develop and revise a plan
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(D),(D) modify the major research question as necessary to refocus the research plan
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(E),(E) locate relevant sources
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(F),(F) synthesize information from a variety of sources
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BEST,BEST.ELA.11.C.4.1,"Conduct literary research to answer a question, refining the scope of the question to align with interpretations of texts, and synthesizing information from primary and secondary sources."
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",GSE,11.T.RA.1,"**Research & Inquiry**  Conduct research, generating questions to guide investigations of complex topics of interest and using credible sources to support analyses."
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",TEKS,TEKS.ELAR.E3.11(E),(E) locate relevant sources
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",TEKS,TEKS.ELAR.E3.11(F),(F) synthesize information from a variety of sources
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",TEKS,TEKS.ELAR.E3.11(G)(i),"(G) examine sources for: (i) credibility, bias, and accuracy; and"
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",TEKS,TEKS.ELAR.E3.11(G)(ii),"(G) examine sources for: (ii) faulty reasoning such as post hoc-ad hoc, circular reasoning, red herring, and assumptions"
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",TEKS,TEKS.ELAR.E3.11(H),"(H) display academic citations, including for paraphrased and quoted text, and use source materials ethically to avoid plagiarism; and"
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",BEST,BEST.ELA.11.C.4.1,"Conduct literary research to answer a question, refining the scope of the question to align with interpretations of texts, and synthesizing information from primary and secondary sources."
CCSS.W.11-12.8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.",GSE,11.T.RA.1.b,"Synthesize information from a variety of credible sources to support a central thesis, citing appropriately. (I)"
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s)
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",TEKS,TEKS.ELAR.E3.5(C),(C) use text evidence and original commentary to support an analytic response
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",TEKS,TEKS.ELAR.E3.7(A),(A) read and analyze American literature across literary periods
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning
CCSS.W.11-12.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",GSE,11.T.RA.2,**Curating Sources & Evidence** Reference parts of texts to address a specific topic or question and explore various sources of information to make connections across a broad range of topics.
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.11.C.1.3,"Write literary analyses to support claims, using logical reasoning, credible evidence from sources, and elaboration, demonstrating an understanding of literary elements."
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.11.C.1.4,"Write an analysis of complex texts using logical organization and a tone and voice appropriate to the task and audience, demonstrating an understanding of the subject."
CCSS.W.11-12.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(A),"(A) plan a piece of writing appropriate for various purposes and audiences by generating ideas through a range of strategies such as brainstorming, journaling, reading, or discussing"
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence fluency, both within and between sentences"
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(D),(D) edit drafts to demonstrate a command of standard English conventions using a style guide as appropriate; and
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",TEKS,TEKS.ELAR.E3.9(E),(E) publish written work for appropriate audiences.
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.11.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising to improve clarity, structure, and style."
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work
CCSS.W.11-12.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
