ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.W.3.1.C,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",3,BEST,BEST.ELA.3.C.1.5,"Improve writing as needed by planning, revising, and editing with guidance and support from adults and feedback from peers.",,Communicating through Writing,Improving Writing
CCSS.W.3.1.C,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",3,BEST,BEST.ELA.3.C.1.3,"Write opinions about a topic or text, include reasons supported by details from one or more sources, use transitions, and provide a conclusion.",,Communicating through Writing,Argumentative Writing
CCSS.W.3.1.C,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",3,TEKS,TEKS.ELAR.3.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.W.3.1.C,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",3,TEKS,TEKS.ELAR.3.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.3.1.D,Provide a concluding statement or section.,3,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.W.3.1.D,Provide a concluding statement or section.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.1.D,Provide a concluding statement or section.,3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.1.D,Provide a concluding statement or section.,3,BEST,BEST.ELA.3.C.1.3,"Write opinions about a topic or text, include reasons supported by details from one or more sources, use transitions, and provide a conclusion.",,Communicating through Writing,Argumentative Writing
CCSS.W.3.1.D,Provide a concluding statement or section.,3,TEKS,TEKS.ELAR.3.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.1.D,Provide a concluding statement or section.,3,TEKS,TEKS.ELAR.3.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,BEST.ELA.3.C.1.2,"Write personal or fictional narratives using a logical sequence of events, appropriate descriptions, dialogue, a variety of transitional words or phrases, and an ending.",,Communicating through Writing,Narrative Writing
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,BEST.ELA.3.C.1.3,"Write opinions about a topic or text, include reasons supported by details from one or more sources, use transitions, and provide a conclusion.",,Communicating through Writing,Argumentative Writing
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,BEST.ELA.3.C.1.5,"Improve writing as needed by planning, revising, and editing with guidance and support from adults and feedback from peers.",,Communicating through Writing,Improving Writing
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,Speaking & Listening,,,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,BEST,Comprehension and Collaboration:,,,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,TEKS.ELAR.3.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,TEKS.ELAR.3.12(D),(D) compose correspondence such as thank you notes or letters.,,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,Speaking & Listening,,,,
CCSS.W.3.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",3,TEKS,Comprehension and Collaboration:,,,,
CCSS.W.3.2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria,Generating,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BLOOM,BLOOM.6.3,Inventing a product,Producing,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,BEST,BEST.ELA.K12.EE.5.3,Use appropriate voice and tone when speaking or writing,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,TEKS,TEKS.ELAR.3.9(F),(F) recognize characteristics of multimodal and digital texts.,,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,TEKS,TEKS.ELAR.3.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.2.A,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,3,TEKS,TEKS.ELAR.3.13(H),"(H) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results.",,,
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,TEKS,TEKS.ELAR.3.11(B)(ii),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(ii) developing an engaging idea with relevant details;",,,
CCSS.W.3.2.B,"Develop the topic with facts, definitions, and details.",3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem",Critiquing,,
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,BEST,BEST.ELA.3.C.1.5,"Improve writing as needed by planning, revising, and editing with guidance and support from adults and feedback from peers.",,Communicating through Writing,Improving Writing
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,TEKS,TEKS.ELAR.3.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.W.3.2.C,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.2.D,Provide a concluding statement or section.,3,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.W.3.2.D,Provide a concluding statement or section.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.2.D,Provide a concluding statement or section.,3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.2.D,Provide a concluding statement or section.,3,BEST,BEST.ELA.3.C.1.4,"Write expository texts about a topic, using one or more sources, providing an introduction, facts and details, some elaboration, transitions, and a conclusion.",,Communicating through Writing,Expository Writing
CCSS.W.3.2.D,Provide a concluding statement or section.,3,TEKS,TEKS.ELAR.3.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.2.D,Provide a concluding statement or section.,3,TEKS,TEKS.ELAR.3.12(B),"(B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft;",,,
CCSS.W.3.3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",3,BEST,BEST.ELA.3.C.1.2,"Write personal or fictional narratives using a logical sequence of events, appropriate descriptions, dialogue, a variety of transitional words or phrases, and an ending.",,Communicating through Writing,Narrative Writing
CCSS.W.3.3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria,Generating,,
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,BEST,BEST.ELA.3.C.1.2,"Write personal or fictional narratives using a logical sequence of events, appropriate descriptions, dialogue, a variety of transitional words or phrases, and an ending.",,Communicating through Writing,Narrative Writing
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,TEKS,TEKS.ELAR.3.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.3.A,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,BEST,BEST.ELA.3.C.1.2,"Write personal or fictional narratives using a logical sequence of events, appropriate descriptions, dialogue, a variety of transitional words or phrases, and an ending.",,Communicating through Writing,Narrative Writing
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,TEKS,TEKS.ELAR.3.11(B)(ii),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(ii) developing an engaging idea with relevant details;",,,
CCSS.W.3.3.B,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.3.C,Use temporal words and phrases to signal event order.,3,BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem",Critiquing,,
CCSS.W.3.3.C,Use temporal words and phrases to signal event order.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.3.C,Use temporal words and phrases to signal event order.,3,BEST,BEST.ELA.3.C.1.5,"Improve writing as needed by planning, revising, and editing with guidance and support from adults and feedback from peers.",,Communicating through Writing,Improving Writing
CCSS.W.3.3.C,Use temporal words and phrases to signal event order.,3,TEKS,TEKS.ELAR.3.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.W.3.3.C,Use temporal words and phrases to signal event order.,3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.3.D,Provide a sense of closure.,3,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.W.3.3.D,Provide a sense of closure.,3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.3.D,Provide a sense of closure.,3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.3.D,Provide a sense of closure.,3,BEST,BEST.ELA.3.C.1.2,"Write personal or fictional narratives using a logical sequence of events, appropriate descriptions, dialogue, a variety of transitional words or phrases, and an ending.",,Communicating through Writing,Narrative Writing
CCSS.W.3.3.D,Provide a sense of closure.,3,BEST,Production and Distribution of Writing:,,,,
CCSS.W.3.3.D,Provide a sense of closure.,3,TEKS,TEKS.ELAR.3.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.3.D,Provide a sense of closure.,3,TEKS,TEKS.ELAR.3.12(A),"(A) compose literary texts, including personal narratives and poetry, using genre characteristics and craft ;",,,
CCSS.W.3.3.D,Provide a sense of closure.,3,TEKS,Production and Distribution of Writing:,,,,
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task,Planning,,
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,BEST,BEST.ELA.3.C.5.2,"Use digital writing tools individually or collaboratively to plan, draft, and revise writing.",,Communication,Revisioning
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,TEKS,TEKS.ELAR.3.11(B),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction and a conclusion; and",,,
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,TEKS,TEKS.ELAR.3.11(B)(ii),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(ii) developing an engaging idea with relevant details;",,,
CCSS.W.3.4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",3,TEKS,TEKS.ELAR.3.11(E),(E) publish written work for appropriate audiences.,,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task,Planning,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure,Organizing,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,BLOOM,BLOOM.3.1,Applying a procedure to a familiar task,Executing,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,BEST,BEST.ELA.3.C.1.5,"Improve writing as needed by planning, revising, and editing with guidance and support from adults and feedback from peers.",,Communicating through Writing,Improving Writing
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,BEST,BEST.ELA.3.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Grammar,Following Conventions
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,TEKS,TEKS.ELAR.3.11(A),"(A) plan a first draft by selecting a genre for a particular topic, purpose, and audience using a range of strategies such as brainstorming, freewriting, and mapping;",,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,TEKS,TEKS.ELAR.3.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.W.3.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",3,TEKS,TEKS.ELAR.3.11(D),"(D) edit drafts using standard English conventions, including:",,,
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,BEST,BEST.ELA.K12.EE.5.3,Use appropriate voice and tone when speaking or writing,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,BEST,Research to Build and Present Knowledge:,,,,
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,TEKS,TEKS.ELAR.3.11(E),(E) publish written work for appropriate audiences.,,,
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,TEKS,TEKS.ELAR.3.13(H),"(H) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results.",,,
CCSS.W.3.6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",3,TEKS,Research to Build and Present Knowledge:,,,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria,Generating,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task,Planning,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,BEST,BEST.ELA.3.C.4.1,"Conduct research to answer a question, organizing information about the topic from multiple sources.",,Researching,Researching and Using Information
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,TEKS,TEKS.ELAR.3.13(A),(A) generate questions on a topic for formal and informal inquiry;,,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,TEKS,TEKS.ELAR.3.13(B),(B) develop and follow a research plan with adult assistance;,,,
CCSS.W.3.7,Conduct short research projects that build knowledge about a topic.,3,TEKS,TEKS.ELAR.3.13(C),(C) identify and gather relevant information from a variety of sources;,,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory,Recalling,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BLOOM,BLOOM.3.1,Applying a procedure to a familiar task,Executing,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BLOOM,BLOOM.2,"Construct meaning from instructional messages, including oral, written, and graphic communication",Understand,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BEST,BEST.ELA.3.C.5.1,Use two or more multimedia elements to enhance oral or written tasks.,,Creating and Collaborating,Multimedia
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BEST,BEST.ELA.3.C.4.1,"Conduct research to answer a question, organizing information about the topic from multiple sources.",,Researching,Researching and Using Information
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,BEST,Range of Writing:,,,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,TEKS.ELAR.3.6(E),"(E) make connections to personal experiences, ideas in other texts, and society;",,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,TEKS.ELAR.3.7(E),"(E) interact with sources in meaningful ways such as notetaking, annotating, freewriting, or illustrating;",,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,TEKS.ELAR.3.13(C),(C) identify and gather relevant information from a variety of sources;,,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,TEKS.ELAR.3.13(D),(D) identify primary and secondary sources;,,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,TEKS.ELAR.3.13(E),(E) demonstrate understanding of information gathered;,,,
CCSS.W.3.8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,3,TEKS,Range of Writing:,,,,
